,Unnamed: 0,Type,Process_Size,TDP,Die_Size,Transistors,Freq,Vendor,FP16_GFLOPS,FP32_GFLOPS,FP64_GFLOPS
2135,4327,GPU,14.0,35.0,210.0,4940.0,300,AMD,2255.0,1127.0,70.46
2136,4328,GPU,28.0,45.0,118.0,1270.0,850,NVIDIA,,326.4,13.6
2137,4329,GPU,28.0,250.0,601.0,8000.0,988,NVIDIA,,6844.0,213.9
2138,4330,GPU,12.0,18.0,200.0,4700.0,1365,NVIDIA,6075.0,3037.0,94.92
2139,4331,GPU,90.0,96.0,352.0,384.0,625,ATI,,,
2140,4332,GPU,150.0,,65.0,29.0,250,NVIDIA,,,
2141,4333,GPU,130.0,54.0,281.0,160.0,500,ATI,,,
2142,4334,GPU,40.0,375.0,529.0,3100.0,527,NVIDIA,,1078.0,
2143,4335,GPU,28.0,33.0,87.0,1020.0,954,NVIDIA,,732.7,30.53
2144,4336,GPU,150.0,25.0,68.0,60.0,300,ATI,,,
2145,4337,GPU,110.0,65.0,333.0,302.0,440,NVIDIA,,,
2146,4338,GPU,7.0,205.0,251.0,10300.0,1400,AMD,17330.0,8663.0,541.4
2147,4339,GPU,40.0,35.0,104.0,716.0,725,AMD,,696.0,
2148,4340,GPU,28.0,100.0,294.0,3540.0,797,NVIDIA,,2142.0,89.26
2149,4341,GPU,65.0,13.0,86.0,210.0,550,NVIDIA,,22.4,
2150,4342,GPU,32.0,65.0,227.0,1178.0,444,AMD,,142.1,
2151,4343,GPU,150.0,,124.0,45.0,200,NVIDIA,,,
2152,4344,GPU,12.0,300.0,815.0,21100.0,1245,NVIDIA,28260.0,14130.0,7066.0
2153,4345,GPU,28.0,65.0,77.0,950.0,1000,AMD,,806.4,50.4
2154,4346,GPU,28.0,65.0,221.0,2540.0,1006,NVIDIA,,772.6,32.19
2155,4347,GPU,110.0,,156.0,120.0,425,ATI,,,
2156,4348,GPU,150.0,10.0,65.0,29.0,250,NVIDIA,,,
2157,4349,GPU,40.0,15.0,59.0,292.0,600,AMD,,96.0,
2158,4350,GPU,55.0,59.0,146.0,514.0,750,ATI,,480.0,
2159,4351,GPU,40.0,31.0,100.0,486.0,475,NVIDIA,,35.2,
2160,4352,GPU,40.0,50.0,166.0,1040.0,675,AMD,,1080.0,
2161,4353,GPU,40.0,60.0,118.0,716.0,650,AMD,,624.0,
2162,4354,GPU,40.0,,67.0,370.0,800,AMD,,256.0,
2163,4355,GPU,28.0,15.0,125.0,1200.0,200,AMD,553.0,553.0,276.5
2164,4356,GPU,28.0,75.0,212.0,2800.0,825,AMD,,1267.0,79.2
2165,4357,GPU,250.0,,90.0,15.0,105,NVIDIA,,,
2166,4358,GPU,14.0,50.0,103.0,2200.0,1124,AMD,1248.0,1248.0,78.02
2167,4359,GPU,28.0,51.0,118.0,1270.0,954,NVIDIA,,732.7,30.53
2168,4360,GPU,14.0,6.0,82.0,,100,Intel,,153.6,38.4
2169,4361,GPU,130.0,,,110.0,350,Other,,,
2170,4362,GPU,55.0,151.0,256.0,956.0,750,ATI,,1200.0,
2171,4363,GPU,14.0,50.0,123.0,3000.0,1125,AMD,2460.0,2460.0,153.7
2172,4364,GPU,110.0,49.0,240.0,160.0,400,ATI,,,
2173,4365,GPU,130.0,,76.0,60.0,325,ATI,,,
2174,4366,GPU,28.0,580.0,438.0,6200.0,1000,AMD,,5632.0,704.0
2175,4367,GPU,130.0,,207.0,135.0,400,NVIDIA,,,
2176,4368,GPU,90.0,30.0,125.0,177.0,350,NVIDIA,,,
2177,4369,GPU,130.0,,73.0,,336,ATI,,,
2178,4370,GPU,80.0,35.0,169.0,289.0,360,NVIDIA,,23.04,
2179,4371,GPU,40.0,35.0,114.0,302.0,550,NVIDIA,,,
2180,4372,GPU,14.0,10.0,74.0,1800.0,1519,NVIDIA,12.25,783.9,24.5
2181,4373,GPU,40.0,35.0,238.0,1170.0,590,NVIDIA,,226.6,18.88
2182,4374,GPU,14.0,5.0,,,200,Intel,432.0,216.0,54.0
2183,4375,GPU,110.0,,110.0,75.0,300,NVIDIA,,,
2184,4376,GPU,40.0,35.0,100.0,486.0,550,NVIDIA,,116.2,
2185,4377,GPU,55.0,30.0,67.0,181.0,594,ATI,,47.52,
2186,4378,GPU,28.0,175.0,212.0,2800.0,1000,AMD,,2560.0,160.0
2187,4379,GPU,130.0,,133.0,82.0,425,NVIDIA,,,
2188,4380,GPU,130.0,,,90.0,300,Other,,,
2189,4381,GPU,7.0,180.0,308.0,,2233,AMD,20580.0,10290.0,643.1
2190,4382,GPU,28.0,,125.0,1550.0,1100,AMD,864.0,864.0,54.0
2191,4383,GPU,12.0,260.0,754.0,18600.0,1065,NVIDIA,25710.0,12860.0,401.8
2192,4384,GPU,28.0,8.0,110.0,1178.0,300,AMD,,76.8,4.8
2193,4385,GPU,40.0,65.0,116.0,585.0,810,NVIDIA,,311.0,25.92
2194,4386,GPU,28.0,225.0,352.0,4313.0,900,AMD,,3226.0,806.4
2195,4387,GPU,14.0,6.0,,,200,Intel,,187.2,23.4
2196,4388,GPU,12.0,80.0,284.0,6600.0,1410,NVIDIA,5699.0,2849.0,89.04
2197,4389,GPU,28.0,,56.0,690.0,925,AMD,,624.0,39.0
2198,4390,GPU,55.0,,73.0,120.0,400,ATI,,,
2199,4391,GPU,14.0,15.0,,,700,Intel,,384.0,96.0
2200,4392,GPU,12.0,250.0,815.0,21100.0,1312,NVIDIA,31330.0,15670.0,7834.0
2201,4393,GPU,65.0,40.0,144.0,314.0,450,NVIDIA,,35.2,
2202,4394,GPU,110.0,24.0,74.0,107.0,400,ATI,,,
2203,4395,GPU,28.0,,56.0,690.0,750,AMD,,528.0,33.0
2204,4396,GPU,14.0,15.0,210.0,4940.0,300,AMD,768.8,384.4,24.02
2205,4397,GPU,55.0,48.0,146.0,514.0,600,ATI,,384.0,
2206,4398,GPU,28.0,100.0,160.0,2080.0,1050,AMD,,1613.0,100.8
2207,4399,GPU,40.0,35.0,116.0,585.0,650,NVIDIA,,249.6,20.8
2208,4400,GPU,28.0,250.0,601.0,8000.0,988,NVIDIA,,6844.0,213.9
2209,4401,GPU,28.0,45.0,123.0,1500.0,800,AMD,,1024.0,64.0
2210,4402,GPU,40.0,14.0,57.0,260.0,625,NVIDIA,,48.0,
2211,4403,GPU,90.0,7.0,,,166,Intel,,,
2212,4404,GPU,28.0,,160.0,2080.0,1000,AMD,,1971.0,123.2
2213,4405,GPU,28.0,230.0,294.0,3540.0,1046,NVIDIA,,3333.0,138.9
2214,4406,GPU,90.0,48.0,288.0,321.0,500,ATI,,,
2215,4407,GPU,12.0,110.0,545.0,13600.0,1035,NVIDIA,18980.0,9492.0,296.6
2216,4408,GPU,14.0,150.0,232.0,5700.0,1096,AMD,4489.0,4489.0,280.6
2217,4409,GPU,150.0,,92.0,76.0,300,ATI,,,
2218,4410,GPU,90.0,13.0,,,400,Intel,,,
2219,4411,GPU,80.0,17.0,127.0,210.0,400,NVIDIA,,25.6,
2220,4412,GPU,8.0,320.0,628.0,28300.0,1440,NVIDIA,29770.0,29770.0,465.1
2221,4413,GPU,40.0,7.0,67.0,370.0,600,AMD,,192.0,
2222,4414,GPU,14.0,230.0,495.0,12500.0,1200,AMD,21500.0,10750.0,672.0
2223,4415,GPU,12.0,120.0,284.0,6600.0,1530,NVIDIA,10050.0,5027.0,157.1
2224,4416,GPU,7.0,85.0,158.0,6400.0,1000,AMD,6400.0,3200.0,200.0
2225,4417,GPU,28.0,265.0,366.0,5000.0,1050,AMD,3763.0,3763.0,235.2
2226,4418,GPU,80.0,50.0,169.0,289.0,625,NVIDIA,,80.0,
2227,4419,GPU,14.0,75.0,123.0,3000.0,1004,AMD,2056.0,2056.0,128.5
2228,4420,GPU,110.0,640.0,333.0,302.0,470,NVIDIA,,,
2229,4421,GPU,150.0,,,,133,Intel,,,
2230,4422,GPU,28.0,580.0,438.0,6200.0,1000,AMD,,5120.0,640.0
2231,4423,GPU,55.0,50.0,121.0,314.0,550,NVIDIA,,44.8,
2232,4424,GPU,28.0,200.0,352.0,4313.0,850,AMD,,3315.0,828.8
2233,4425,GPU,28.0,170.0,294.0,3540.0,915,NVIDIA,,2634.0,109.8
2234,4426,GPU,90.0,,100.0,107.0,600,ATI,,,
2235,4427,GPU,28.0,50.0,118.0,1270.0,875,NVIDIA,,336.0,14.0
2236,4428,GPU,40.0,365.0,520.0,3000.0,608,NVIDIA,,1244.0,155.5
2237,4429,GPU,28.0,,125.0,1550.0,1100,AMD,864.0,864.0,54.0
2238,4430,GPU,28.0,30.0,148.0,1870.0,756,NVIDIA,,1000.0,31.26
2239,4431,GPU,28.0,130.0,294.0,3540.0,823,NVIDIA,,2046.0,85.25
2240,4432,GPU,40.0,64.0,104.0,627.0,775,ATI,,620.0,
2241,4433,GPU,130.0,46.0,92.0,75.0,500,ATI,,,
2242,4434,GPU,7.0,85.0,158.0,6400.0,1375,AMD,9265.0,4632.0,289.5
2243,4435,GPU,55.0,23.0,121.0,314.0,500,NVIDIA,,80.0,
2244,4436,GPU,40.0,12.0,79.0,292.0,738,NVIDIA,,141.7,11.81
2245,4437,GPU,14.0,210.0,495.0,12500.0,1138,AMD,17920.0,8960.0,560.0
2246,4438,GPU,28.0,122.0,294.0,3540.0,706,NVIDIA,,2169.0,90.37
2247,4439,GPU,130.0,24.0,76.0,60.0,250,ATI,,,
2248,4440,GPU,55.0,150.0,256.0,956.0,750,ATI,,1200.0,240.0
2249,4441,GPU,40.0,50.0,118.0,716.0,650,AMD,,624.0,
2250,4442,GPU,40.0,29.0,79.0,292.0,874,NVIDIA,,167.8,13.98
2251,4443,GPU,7.0,225.0,251.0,10300.0,1680,AMD,20280.0,10140.0,633.6
2252,4444,GPU,14.0,25.0,132.0,3300.0,1430,NVIDIA,18.68,1196.0,37.37
2253,4445,GPU,55.0,15.0,146.0,514.0,550,ATI,,352.0,
2254,4446,GPU,130.0,35.0,207.0,135.0,400,NVIDIA,,,
2255,4447,GPU,28.0,,77.0,950.0,800,AMD,,652.8,
2256,4448,GPU,90.0,10.0,81.0,112.0,450,NVIDIA,,,
2257,4449,GPU,110.0,,110.0,75.0,280,NVIDIA,,,
2258,4450,GPU,7.0,165.0,826.0,54200.0,930,NVIDIA,10320.0,10320.0,5161.0
2259,4451,GPU,130.0,22.0,76.0,60.0,500,ATI,,,
2260,4452,GPU,55.0,55.0,146.0,514.0,600,ATI,,384.0,
2261,4453,GPU,65.0,,86.0,210.0,540,NVIDIA,,20.8,
2262,4454,GPU,40.0,50.0,238.0,1170.0,675,NVIDIA,,518.4,43.2
2263,4455,GPU,55.0,76.0,256.0,956.0,750,ATI,,1200.0,
2264,4456,GPU,28.0,130.0,118.0,1270.0,850,NVIDIA,,326.4,13.6
2265,4457,GPU,14.0,15.0,,,300,Intel,,403.2,100.8
2266,4458,GPU,150.0,,142.0,63.0,275,NVIDIA,,,
2267,4459,GPU,65.0,35.0,144.0,314.0,500,NVIDIA,,80.0,
2268,4460,GPU,180.0,23.0,80.0,30.0,133,ATI,,,
2269,4461,GPU,28.0,,56.0,690.0,1000,AMD,,659.2,41.2
2270,4462,GPU,55.0,14.0,121.0,314.0,500,NVIDIA,,80.0,
2271,4463,GPU,28.0,15.0,116.0,585.0,775,NVIDIA,,297.6,24.8
2272,4464,GPU,80.0,32.0,100.0,107.0,600,ATI,,,
2273,4465,GPU,28.0,35.0,87.0,1020.0,967,NVIDIA,,742.7,30.94
2274,4466,GPU,130.0,,,,333,Intel,,,
2275,4467,GPU,14.0,15.0,123.0,,350,Intel,729.6,364.8,91.2
2276,4468,GPU,28.0,90.0,228.0,2940.0,1024,NVIDIA,,1825.0,57.02
2277,4469,GPU,12.0,120.0,284.0,6600.0,1500,NVIDIA,10870.0,5437.0,169.9
2278,4470,GPU,28.0,,228.0,2940.0,935,NVIDIA,,2355.0,73.6
2279,4471,GPU,12.0,80.0,545.0,13600.0,600,NVIDIA,16590.0,8294.0,259.2
2280,4472,GPU,32.0,65.0,246.0,1303.0,800,AMD,,409.6,
2281,4473,GPU,180.0,,115.0,30.0,148,ATI,,,
2282,4474,GPU,14.0,15.0,210.0,4940.0,300,AMD,2995.0,1498.0,93.6
2283,4475,GPU,55.0,50.0,121.0,314.0,550,NVIDIA,,89.6,
2284,4476,GPU,28.0,55.0,148.0,1870.0,1020,NVIDIA,,1111.0,34.72
2285,4477,GPU,14.0,35.0,123.0,3000.0,855,AMD,1313.0,1313.0,82.08
2286,4478,GPU,28.0,,77.0,950.0,620,AMD,,549.1,34.32
2287,4479,GPU,110.0,38.0,156.0,120.0,475,ATI,,,
2288,4480,GPU,55.0,150.0,256.0,956.0,750,ATI,,1200.0,240.0
2289,4481,GPU,40.0,65.0,116.0,585.0,810,NVIDIA,,311.0,25.92
2290,4482,GPU,28.0,47.0,123.0,1500.0,800,AMD,,614.4,38.4
2291,4483,GPU,90.0,65.0,196.0,278.0,325,NVIDIA,,,
2292,4484,GPU,40.0,86.0,166.0,1040.0,700,ATI,,1008.0,
2293,4485,GPU,28.0,33.0,116.0,585.0,800,NVIDIA,,307.2,25.6
2294,4486,GPU,40.0,14.0,104.0,716.0,500,AMD,,480.0,
2295,4487,GPU,14.0,75.0,232.0,5700.0,713,AMD,3903.0,3903.0,243.9
2296,4488,GPU,40.0,25.0,100.0,486.0,615,NVIDIA,,49.49,
2297,4489,GPU,40.0,35.0,238.0,1170.0,590,NVIDIA,,339.8,28.32
2298,4490,GPU,55.0,,67.0,181.0,590,ATI,,47.2,
2299,4491,GPU,55.0,25.0,73.0,242.0,650,ATI,,104.0,
2300,4492,GPU,14.0,60.0,123.0,3000.0,1019,AMD,1371.0,1371.0,85.68
2301,4493,GPU,12.0,100.0,284.0,6600.0,1530,NVIDIA,8832.0,4416.0,138.0
2302,4494,GPU,28.0,50.0,125.0,1550.0,730,AMD,786.4,786.4,49.15
2303,4495,GPU,28.0,,56.0,690.0,780,AMD,,547.2,34.2
2304,4496,GPU,28.0,50.0,77.0,950.0,730,AMD,,499.2,
2305,4497,GPU,16.0,120.0,314.0,7200.0,1506,NVIDIA,68.36,4375.0,136.7
2306,4498,GPU,110.0,40.0,240.0,160.0,475,ATI,,,
2307,4499,GPU,14.0,75.0,123.0,3000.0,907,AMD,1858.0,1858.0,116.1
2308,4500,GPU,28.0,38.0,118.0,1270.0,706,NVIDIA,,271.1,11.3
2309,4501,GPU,28.0,9.0,110.0,1178.0,300,AMD,,76.8,4.8
2310,4502,GPU,12.0,50.0,200.0,4700.0,1380,NVIDIA,6205.0,3103.0,96.96
2311,4503,GPU,130.0,,73.0,,336,ATI,,,
2312,4504,GPU,28.0,80.0,221.0,2540.0,810,NVIDIA,,1244.0,51.84
2313,4505,GPU,14.0,185.0,232.0,5700.0,1257,AMD,6175.0,6175.0,385.9
2314,4506,GPU,28.0,33.0,,,1072,NVIDIA,,903.2,28.22
2315,4507,GPU,28.0,45.0,148.0,1870.0,1058,NVIDIA,,863.2,26.98
2316,4508,GPU,130.0,83.0,225.0,222.0,425,NVIDIA,,,
2317,4509,GPU,28.0,,56.0,690.0,900,AMD,,737.3,46.08
2318,4510,GPU,14.0,75.0,123.0,3000.0,1175,AMD,2611.0,2611.0,163.2
2319,4511,GPU,40.0,40.0,57.0,260.0,520,NVIDIA,,39.36,
2320,4512,GPU,14.0,150.0,232.0,5700.0,1000,AMD,3960.0,3960.0,247.5
2321,4513,GPU,90.0,,81.0,112.0,425,NVIDIA,,,
2322,4514,GPU,130.0,,297.0,160.0,500,ATI,,,
2323,4515,GPU,65.0,20.0,85.0,180.0,398,ATI,,31.84,
2324,4516,GPU,150.0,21.0,91.0,45.0,250,NVIDIA,,,
2325,4517,GPU,150.0,28.0,98.0,36.0,200,ATI,,,
2326,4518,GPU,28.0,250.0,561.0,7080.0,875,NVIDIA,,5345.0,222.7
2327,4519,GPU,28.0,43.0,123.0,1500.0,800,AMD,,1024.0,64.0
2328,4520,GPU,14.0,35.0,210.0,4940.0,300,AMD,3523.0,1761.0,110.1
2329,4521,GPU,130.0,,199.0,125.0,400,NVIDIA,,,
2330,4522,GPU,28.0,225.0,352.0,4313.0,900,AMD,,3226.0,806.4
2331,4523,GPU,80.0,42.0,169.0,289.0,460,NVIDIA,,58.88,
2332,4524,GPU,28.0,50.0,125.0,1550.0,730,AMD,786.4,786.4,49.15
2333,4525,GPU,80.0,10.0,127.0,210.0,400,NVIDIA,,12.8,
2334,4526,GPU,28.0,49.0,87.0,1020.0,1046,NVIDIA,,803.3,33.47
2335,4527,GPU,28.0,225.0,294.0,3540.0,745,NVIDIA,,2289.0,95.36
2336,4528,GPU,28.0,19.0,87.0,1020.0,954,NVIDIA,,366.3,15.26
2337,4529,GPU,55.0,50.0,121.0,314.0,550,NVIDIA,,44.8,
2338,4530,GPU,28.0,,56.0,690.0,750,AMD,,528.0,33.0
2339,4531,GPU,28.0,180.0,212.0,2800.0,1000,AMD,,2688.0,168.0
2340,4532,GPU,130.0,,287.0,222.0,425,NVIDIA,,,
2341,4533,GPU,28.0,65.0,77.0,950.0,900,AMD,,691.2,43.2
2342,4534,GPU,65.0,50.0,144.0,314.0,600,NVIDIA,,96.0,
2343,4535,GPU,14.0,65.0,123.0,3000.0,1090,AMD,2106.0,2106.0,131.6
2344,4536,GPU,28.0,115.0,160.0,2080.0,1100,AMD,,1971.0,123.2
2345,4537,GPU,80.0,50.0,230.0,330.0,500,ATI,,,
2346,4538,GPU,40.0,11.0,59.0,292.0,750,AMD,,120.0,
2347,4539,GPU,28.0,85.0,160.0,2080.0,1050,AMD,,1882.0,117.6
2348,4540,GPU,90.0,,81.0,112.0,425,NVIDIA,,,
2349,4541,GPU,12.0,110.0,545.0,13600.0,1110,NVIDIA,15970.0,7987.0,249.6
2350,4542,GPU,90.0,,100.0,107.0,350,ATI,,,
2351,4543,GPU,150.0,28.0,98.0,36.0,250,ATI,,,
2352,4544,GPU,55.0,,135.0,378.0,500,ATI,,120.0,
2353,4545,GPU,16.0,15.0,,,854,NVIDIA,1500.0,750.1,23.44
2354,4546,GPU,14.0,6.0,,,200,Intel,,124.8,15.6
2355,4547,GPU,40.0,23.0,100.0,486.0,550,NVIDIA,,116.2,
2356,4548,GPU,150.0,28.0,98.0,36.0,250,ATI,,,
2357,4549,GPU,130.0,,,90.0,325,Other,,,
2358,4550,GPU,16.0,150.0,314.0,7200.0,1556,NVIDIA,138.7,8878.0,277.4
2359,4551,GPU,55.0,,67.0,181.0,500,ATI,,40.0,
2360,4552,GPU,14.0,15.0,210.0,4940.0,300,AMD,3584.0,1792.0,112.0
2361,4553,GPU,28.0,,56.0,690.0,780,AMD,,659.2,41.2
2362,4554,GPU,130.0,,287.0,222.0,275,NVIDIA,,,
2363,4555,GPU,40.0,33.0,116.0,585.0,660,NVIDIA,,253.4,21.12
2364,4556,GPU,40.0,39.0,118.0,716.0,650,ATI,,416.0,
2365,4557,GPU,8.0,200.0,392.0,17400.0,1410,NVIDIA,16200.0,16200.0,253.1
2366,4558,GPU,40.0,49.0,116.0,585.0,700,NVIDIA,,268.8,22.4
2367,4559,GPU,55.0,30.0,146.0,514.0,600,ATI,,384.0,
2368,4560,GPU,28.0,,125.0,1550.0,1100,AMD,864.0,864.0,54.0
2369,4561,GPU,40.0,151.0,334.0,2154.0,725,ATI,,2088.0,417.6
2370,4562,GPU,40.0,200.0,529.0,3100.0,608,NVIDIA,,855.4,106.9
2371,4563,GPU,40.0,39.0,104.0,627.0,550,AMD,,352.0,
2372,4564,GPU,28.0,150.0,366.0,5000.0,920,AMD,7537.0,3768.0,235.5
2373,4565,GPU,65.0,140.0,324.0,754.0,580,NVIDIA,,278.4,
2374,4566,GPU,12.0,250.0,815.0,21100.0,1260,NVIDIA,28260.0,14130.0,7066.0
2375,4567,GPU,150.0,10.0,65.0,29.0,250,NVIDIA,,,
2376,4568,GPU,90.0,125.0,352.0,384.0,650,ATI,,,
2377,4569,GPU,22.0,30.0,181.0,1300.0,200,Intel,,704.0,176.0
2378,4570,GPU,40.0,160.0,332.0,1950.0,779,NVIDIA,,1046.0,87.19
2379,4571,GPU,80.0,47.0,169.0,289.0,600,NVIDIA,,92.8,
2380,4572,GPU,28.0,20.0,85.0,11.0,672,NVIDIA,,,
2381,4573,GPU,28.0,500.0,438.0,6200.0,1018,AMD,,5733.0,716.7
2382,4574,GPU,28.0,150.0,221.0,2540.0,1033,NVIDIA,,2108.0,87.84
2383,4575,GPU,150.0,,142.0,63.0,275,NVIDIA,,,
2384,4576,GPU,14.0,15.0,210.0,4940.0,300,AMD,3942.0,1971.0,123.2
2385,4577,GPU,40.0,5.0,59.0,292.0,500,AMD,,80.0,
2386,4578,GPU,40.0,365.0,529.0,3100.0,608,NVIDIA,,1166.0,145.8
2387,4579,GPU,40.0,19.0,59.0,292.0,650,ATI,,104.0,
2388,4580,GPU,32.0,65.0,246.0,1303.0,720,AMD,,648.2,
2389,4581,GPU,55.0,,256.0,956.0,503,ATI,,804.8,161.0
2390,4582,GPU,14.0,15.0,,,350,Intel,846.4,423.2,105.8
2391,4583,GPU,28.0,150.0,212.0,2800.0,900,AMD,,2368.0,148.0
2392,4584,GPU,28.0,,56.0,690.0,1070,AMD,,684.8,42.8
2393,4585,GPU,65.0,40.0,144.0,314.0,550,NVIDIA,,88.0,
2394,4586,GPU,90.0,65.0,196.0,278.0,450,NVIDIA,,,
2395,4587,GPU,80.0,47.0,169.0,289.0,540,NVIDIA,,38.08,
2396,4588,GPU,40.0,100.0,166.0,1040.0,800,AMD,,1280.0,
2397,4589,GPU,40.0,28.0,144.0,727.0,500,NVIDIA,,240.0,
2398,4590,GPU,40.0,35.0,67.0,370.0,775,AMD,,248.0,
2399,4591,GPU,130.0,,76.0,60.0,527,ATI,,,
2400,4592,GPU,14.0,15.0,,,350,Intel,768.0,384.0,96.0
2401,4593,GPU,28.0,25.0,110.0,1178.0,600,AMD,,153.6,9.6
2402,4594,GPU,80.0,21.0,127.0,210.0,459,NVIDIA,,29.38,
2403,4595,GPU,14.0,15.0,,,350,Intel,403.2,201.6,50.4
2404,4596,GPU,55.0,219.0,470.0,1400.0,633,NVIDIA,,673.9,84.24
2405,4597,GPU,28.0,19.0,87.0,1020.0,954,NVIDIA,,366.3,15.26
2406,4598,GPU,65.0,70.0,324.0,754.0,500,NVIDIA,,240.0,
2407,4599,GPU,150.0,,174.0,80.0,250,Other,,,
2408,4600,GPU,28.0,,125.0,1550.0,943,AMD,653.4,653.4,40.84
2409,4601,GPU,65.0,95.0,240.0,505.0,650,NVIDIA,,208.0,
2410,4602,GPU,40.0,75.0,332.0,1950.0,598,NVIDIA,,803.7,66.98
2411,4603,GPU,130.0,,73.0,,300,ATI,,,
2412,4604,GPU,180.0,,64.0,20.0,200,NVIDIA,,,
2413,4605,GPU,90.0,640.0,484.0,681.0,600,NVIDIA,,345.6,
2414,4606,GPU,55.0,75.0,192.0,666.0,670,ATI,,428.8,85.76
2415,4607,GPU,150.0,,65.0,29.0,200,NVIDIA,,,
2416,4608,GPU,40.0,9.0,75.0,450.0,500,AMD,,80.0,
2417,4609,GPU,40.0,35.0,238.0,1170.0,650,NVIDIA,,388.8,32.4
2418,4610,GPU,110.0,30.0,154.0,146.0,360,NVIDIA,,,
2419,4611,GPU,65.0,89.0,153.0,390.0,800,ATI,,192.0,
2420,4612,GPU,180.0,,73.0,30.0,160,ATI,,,
2421,4613,GPU,28.0,33.0,,,1071,NVIDIA,,903.2,28.22
2422,4614,GPU,150.0,,215.0,110.0,325,ATI,,,
2423,4615,GPU,40.0,188.0,334.0,2154.0,850,ATI,,2720.0,544.0
2424,4616,GPU,16.0,150.0,314.0,7200.0,1506,NVIDIA,101.0,6463.0,202.0
2425,4617,GPU,90.0,100.0,352.0,384.0,625,ATI,,,
2426,4618,GPU,150.0,,101.0,36.0,250,NVIDIA,,,
2427,4619,GPU,40.0,106.0,238.0,1170.0,790,NVIDIA,,455.0,37.92
2428,4620,GPU,8.0,,,,735,NVIDIA,5299.0,5299.0,82.8
2429,4621,GPU,28.0,23.0,,,1004,NVIDIA,,953.9,29.81
2430,4622,GPU,90.0,13.0,,,500,Intel,,,
2431,4623,GPU,90.0,,100.0,107.0,450,ATI,,,
2432,4624,GPU,40.0,100.0,332.0,1950.0,620,NVIDIA,,952.3,79.36
2433,4625,GPU,14.0,75.0,132.0,3300.0,1354,NVIDIA,29.86,1911.0,59.72
2434,4626,GPU,14.0,65.0,103.0,2200.0,925,AMD,1248.0,1248.0,78.02
2435,4627,GPU,180.0,,115.0,30.0,144,ATI,,,
2436,4628,GPU,28.0,19.0,87.0,1020.0,967,NVIDIA,,742.7,30.94
2437,4629,GPU,28.0,,160.0,2080.0,1075,AMD,,1651.0,103.2
2438,4630,GPU,40.0,138.0,334.0,2154.0,700,ATI,,2016.0,403.2
2439,4631,GPU,28.0,15.0,107.0,930.0,800,AMD,,204.8,12.8
2440,4632,GPU,8.0,80.0,392.0,17400.0,780,NVIDIA,13210.0,13210.0,206.4
2441,4633,GPU,14.0,10.0,210.0,4940.0,300,AMD,3331.0,1665.0,104.1
2442,4634,GPU,28.0,100.0,294.0,3540.0,693,NVIDIA,,2491.0,103.8
2443,4635,GPU,28.0,15.0,116.0,585.0,738,NVIDIA,,141.7,11.81
2444,4636,GPU,80.0,12.0,127.0,210.0,450,AMD,,35.2,
2445,4637,GPU,28.0,50.0,56.0,690.0,1030,AMD,,659.2,41.2
2446,4638,GPU,150.0,,65.0,29.0,275,NVIDIA,,,
2447,4639,GPU,80.0,38.0,169.0,289.0,460,NVIDIA,,29.44,
2448,4640,GPU,250.0,60.0,112.0,14.0,166,Other,,,
2449,4641,GPU,28.0,65.0,221.0,2540.0,1058,NVIDIA,,812.5,33.86
2450,4642,GPU,32.0,65.0,246.0,1303.0,760,AMD,,695.0,
2451,4643,GPU,16.0,120.0,314.0,7200.0,1442,NVIDIA,105.3,6738.0,210.6
2452,4644,GPU,90.0,45.0,196.0,278.0,575,NVIDIA,,,
2453,4645,GPU,55.0,75.0,260.0,754.0,500,NVIDIA,,240.0,
2454,4646,GPU,55.0,,192.0,666.0,777,ATI,,497.3,99.46
2455,4647,GPU,7.0,300.0,331.0,13230.0,1200,AMD,26820.0,13410.0,6705.0
2456,4648,GPU,14.0,50.0,103.0,2200.0,1124,AMD,1240.0,1240.0,77.5
2457,4649,GPU,28.0,80.0,212.0,2800.0,958,AMD,,1962.0,122.6
2458,4650,GPU,14.0,15.0,210.0,4940.0,300,AMD,845.6,422.8,26.42
2459,4651,GPU,40.0,45.0,118.0,716.0,600,AMD,,576.0,
2460,4652,GPU,55.0,35.0,73.0,242.0,500,AMD,,80.0,
2461,4653,GPU,110.0,,154.0,146.0,375,NVIDIA,,,
2462,4654,GPU,28.0,,77.0,950.0,725,AMD,,633.6,
2463,4655,GPU,65.0,14.0,86.0,210.0,640,NVIDIA,,25.6,
2464,4656,GPU,28.0,75.0,294.0,3540.0,706,NVIDIA,,1084.0,45.18
2465,4657,GPU,55.0,120.0,260.0,754.0,675,NVIDIA,,362.9,
2466,4658,GPU,12.0,250.0,815.0,21100.0,1245,NVIDIA,32710.0,16350.0,8177.0
2467,4659,GPU,90.0,75.0,352.0,384.0,575,ATI,,,
2468,4660,GPU,40.0,65.0,116.0,585.0,810,NVIDIA,,311.0,25.92
2469,4661,GPU,28.0,45.0,148.0,1870.0,991,NVIDIA,,1469.0,45.92
2470,4662,GPU,40.0,20.0,104.0,716.0,450,AMD,,432.0,
2471,4663,GPU,14.0,75.0,132.0,3300.0,1000,NVIDIA,22.78,1458.0,45.56
2472,4664,GPU,32.0,35.0,227.0,1178.0,400,AMD,,256.0,
2473,4665,GPU,40.0,29.0,79.0,292.0,550,NVIDIA,,115.2,9.6
